place_id,type,reviews,rating,phone_valid
ChIJExQzkvezlUcRWd7fHdMyCE4,Appliance store,501.0,3.8,0
ChIJgSDPdYEslkcRs9ra_7ekop8,Appliance store,474.0,3.3,0
ChIJdSfRBVexlUcRBZ55D2E6NPM,Appliance store,6.0,3.8,0
ChIJkUWbzf6zlUcRJX36ccJj_dU,Appliance store,5.0,5.0,1
ChIJzwPdNlmxlUcRCtuMREmQD7Q,Appliance store,0.0,0.0,1
ChIJ5R3XF4yxlUcRXga_K0a-nUM,Appliance store,9.0,4.4,1
ChIJlwER-d-zlUcR6IzMbIzkmtE,Appliance store,65.0,4.2,1
ChIJsf8DdmSxlUcRgTQK_RL7lQg,Appliance store,661.0,3.8,0
ChIJKYlZ-tWzlUcRsNrLdWFr7r8,Appliance store,175.0,4.5,1
ChIJfTbmw1-xlUcRy8wopc5aPaI,Appliance store,475.0,3.8,1
ChIJh_5sxf6zlUcRankyJL2BRJQ,Appliance store,0.0,0.0,1
ChIJH-0yA-CzlUcRumJGsVpHH9k,Appliance store,1621.0,4.1,1
ChIJH9eFjYuzlUcRELVD4c1a_fc,Appliance store,9.0,4.8,1
ChIJe6_QGHyxlUcRlhKcqrKa6pM,Appliance store,0.0,0.0,0
ChIJpzXE7w-xlUcReXrfDsD5uRw,Appliance store,2.0,5.0,1
ChIJ0VNMcNazlUcR4xRgxixdt_4,Appliance store,547.0,4.3,1
ChIJFSg6sh6ylUcRK82G3AV-HtE,Appliance store,437.0,3.6,0
ChIJWybdOQWylUcR6N6rDXLFj7k,Appliance store,10.0,3.8,1
ChIJTX5OHnyxlUcR2b09_Lyi0mo,Appliance store,13.0,4.7,1
ChIJgWXArxqylUcRV-BjOxNB2tI,Appliance store,12.0,4.7,1
ChIJ78eLl2GxlUcRlgp6Nnz8L1k,Appliance store,229.0,3.8,0
ChIJh0SNluOzlUcRtPu2dsSot-w,Appliance store,2573.0,3.8,1
ChIJVVYBRUKxlUcRRpgOZNgbA7s,Appliance store,907.0,4.1,1
ChIJz9ujomGxlUcROVDgppbXfXY,Appliance store,26.0,4.3,1
ChIJ-dYDPWexlUcRuiW3ht-DXPc,Appliance store,23.0,4.8,1
ChIJcYy1e_ezlUcRoJFrhcw_YKs,Appliance store,3.0,5.0,1
ChIJIyZeoo6xlUcRCLaMP8N-MIc,Appliance store,28.0,4.5,1
ChIJVVYBRUKxlUcR1duiWpoXVCc,Appliance store,663.0,4.2,1
ChIJO_jmlSixlUcRTlo_Omg_xIM,Appliance store,7.0,4.6,1
ChIJ_aTO-1qxlUcRqqKp7u8Mkzs,Appliance store,506.0,4.5,1
ChIJ10gX1n2xlUcRAr6rpR5JoyQ,Appliance store,748.0,4.3,1
ChIJHcP_Jf-zlUcRaGXv2c0bMBA,Appliance store,51.0,4.6,1
ChIJHSJBIwSxlUcRo_mlnL3jmPk,Appliance store,51.0,4.1,1
ChIJedgJHsCxlUcRAd7XPiQY7jA,Appliance store,41.0,4.6,1
ChIJ4bGiOE-xlUcRmRYM--XAECc,Appliance store,24.0,4.8,1
ChIJ-WHeMV-xlUcRzNv0EFJjA0w,Appliance store,11.0,5.0,1
ChIJzf6f3RaylUcR1tzGE0qUt68,Appliance store,535.0,4.2,1
ChIJlYiTPg-ylUcRU1fSu8xCUY0,Appliance store,15.0,4.5,1
ChIJuQ8xraSzlUcR7pJpu3rj4AE,Appliance store,874.0,4.3,1
ChIJT6Sw4FixlUcRNgAEA6ukMBU,Appliance store,136.0,4.8,1
ChIJY7o1y1mxlUcRdXBKCyN4t5s,Appliance store,390.0,4.0,1
ChIJRYKsWzexlUcRSHe2TxQ0U3g,Appliance store,163.0,4.4,1
ChIJ6TKDZU6xlUcRP5VRO1kI3EI,Appliance store,484.0,4.1,1
ChIJ8dGVY_ezlUcRCSEHnPdjuiw,Appliance store,14.0,4.4,1
ChIJ05RrIwCxlUcRZwumdNXZg8E,Appliance store,23.0,4.5,1
ChIJVwyBXIOxlUcRN276KPvoql8,Appliance store,1.0,5.0,1
ChIJeXgimI-xlUcRoDdqttIJboo,Appliance store,4.0,5.0,1
ChIJReItQXyxlUcRe9kvkjKfVeA,Appliance store,17.0,3.8,1
ChIJI4-HjQSylUcRv6MqnOSoJEw,Appliance store,16.0,4.5,1
ChIJX6Wpg462lUcRaaQq9kCO8fk,Appliance store,50.0,4.6,1
ChIJTygOI1uxlUcRDiIvgh2WeWE,Appliance store,11.0,4.2,1
ChIJYb0HIRGylUcRVVbQETrWExE,Dentist,16.0,4.8,1
ChIJt2u8mF-xlUcR0YLsTjgGXtM,Dentist,28.0,3.6,1
ChIJGZhq21yxlUcRm1a6MlSKFlc,Dentist,50.0,4.0,1
ChIJj72lgV5-U6ERRab7Naz77qw,Dentist,0.0,0.0,1
ChIJb7V9MrOzlUcRHMcQCIa1fkA,Dentist,0.0,0.0,1
ChIJJc8STCqylUcRBO7bUpnAZcg,Dentist,52.0,4.5,1
ChIJe_byE2ixlUcRNuPPKViiEj4,Dentist,1.0,1.0,1
ChIJYQEcVwqylUcR6wcIUsc-BBM,Dentist,42.0,5.0,1
ChIJoxUjieN-C0ER9e-8ThMeJtE,Dentist,0.0,0.0,1
ChIJSclcIluxlUcRpn5trngJRZg,Dentist,61.0,4.3,1
ChIJRQ9FFnyxlUcRhLyBd4eTiUc,Dentist,0.0,0.0,1
ChIJMQoCEXyxlUcRAL8_X1axi1U,Dentist,2.0,4.5,1
ChIJg5VKK2OxlUcRY_QJr6bp6DM,Dentist,21.0,4.3,1
ChIJLTJUfJWxlUcRH4_U0xyGVLs,Dentist,40.0,4.6,1
ChIJf6KOFW21lUcRSoyghZkZXZg,Dentist,20.0,4.4,1
ChIJq6r2gfezlUcRgW2LK4If9Nk,Dentist,0.0,0.0,1
ChIJY1aulr-xlUcRf_lvnWFUwv4,Dentist,31.0,4.7,1
ChIJt9nMKh-ylUcRdv4Yy9Bnius,Dentist,10.0,4.4,1
ChIJZz_inxqylUcRGxEsnktZRJU,Dentist,19.0,4.7,1
ChIJD2l-oG-xlUcRsXnM5soRE8I,Dentist,16.0,4.9,1
ChIJy9ArGAi0lUcRgAfTo7D71hc,Dentist,10.0,4.3,1
ChIJzaNoEXyxlUcRum9bryCDVIM,Dentist,34.0,4.1,1
ChIJE1kn3mWxlUcRJjGurovQSW8,Church,14.0,4.2,0
ChIJW_2VFo6zlUcRtZV4sqfpZYY,Church,1206.0,3.9,1
ChIJ_7VGAPOtlUcRYatobCmQQ60,Church,0.0,0.0,0
ChIJ37BnhBCylUcRlRO1Gjg3Q4g,Church,12.0,4.1,0
ChIJje3ztyuylUcRu-ZMkcj9iPI,Church,0.0,0.0,1
ChIJP87C3hCylUcRJq9waNDkJnU,Church,24.0,4.8,1
ChIJEbhHyVCxlUcRJ51tBN83MFs,Church,55.0,4.2,1
ChIJKSQ-73yxlUcRq9EuIFgWF0M,Church,0.0,0.0,1
ChIJxbut9_F-C0EREBf36p0wESA,Church,6.0,4.2,1
ChIJlzwwJHuxlUcRh0HooLq3G8g,Church,1.0,4.0,0
ChIJ29R6Yo2xlUcReyG9WL_5smM,Church,1.0,5.0,1
ChIJDb44WF6zlUcREyhwhVVsuPw,Church,0.0,0.0,1
ChIJl6WLevKzlUcRimpYj48qboE,Church,8.0,4.8,0
ChIJ859JoFaxlUcRoR8omDLMDVQ,Church,26.0,4.3,1
ChIJERM09I-xlUcRHcs_8y2e2YI,Church,25.0,4.7,1
ChIJoU2ALIixlUcRLHcWZrWJZGs,Church,46.0,4.1,1
ChIJqetvr_-zlUcRiIosr9EVN9Q,Church,3.0,5.0,1
ChIJd4P6-UGxlUcRAF5beP1uspg,Church,19.0,4.7,0
ChIJQY__evuzlUcRUZDYMps7SK8,Church,40.0,4.6,1
ChIJyb9xcCCylUcR38nAjOLZ7TY,Church,10.0,4.4,0
ChIJ970NRByzlUcRFSLYeN251Xg,Church,15.0,5.0,1
ChIJrzHVjDSxlUcRKepHhlokEOY,Church,4.0,4.8,0
ChIJuVsu2vmzlUcRBPufSCNcBgY,Church,4.0,4.0,1
ChIJ24SpZUKzlUcRoQGJrtIVa6Q,Church,5.0,5.0,0
ChIJUy9CNPCxlUcRG5k6jiuWxZM,Church,0.0,0.0,1
ChIJpZnfqlyxlUcRntZ6qUQYmFg,Church,39.0,4.4,1
ChIJS8HS2kexlUcRLWfVpXu40Q8,Church,6.0,4.0,1
ChIJYyURoHGzlUcRZzOkUqwAczo,Church,0.0,0.0,0
ChIJ73qXdQCzlUcRZVXKU7TI6Is,Church,2.0,2.0,0
ChIJxXmkRWOxlUcRgV2MoXAD5cA,Church,9.0,4.6,1
ChIJFaaW3CG0lUcRiU1QQTDQsH8,Church,8.0,4.8,1
ChIJSbZ0bnexlUcR7SjI_kInJBw,Church,72.0,4.5,1
ChIJ_dNu6rSxlUcRoMd06MoQjuk,Church,0.0,0.0,0
ChIJ3TotYsCxlUcRUDZc0I3_dFQ,Church,8.0,3.6,1
ChIJjd7fPnyxlUcRR4VVnbhbGsA,Church,38.0,4.2,1
ChIJHRi5DO6zlUcRrhRxIM32kpc,Church,4.0,5.0,0
ChIJc0CafEmxlUcRpi6yaCmsMlQ,Church,16.0,4.4,1
ChIJZ0ZaYY2xlUcRg9v6b7_66OQ,Church,4.0,4.5,0
ChIJiQpMcP-zlUcR5cVgMRaK0_I,Church,2.0,4.5,1
ChIJ59D-HFexlUcRhj52uW8UIAI,Church,7.0,4.1,1
ChIJ6XA5E_yzlUcRvLLoaXgCsTI,Cheese shop,65.0,4.4,1
ChIJtTvSxW6zlUcRqP3UMqs0VFk,Cheese shop,4.0,5.0,0
ChIJ05DtgfKzlUcRFgAsNechKxM,Cheese shop,14.0,3.1,0
ChIJGZ4tGlixlUcRVmUzWx9_dSQ,Cheese shop,735.0,4.5,1
ChIJU_f2n4-zlUcRScQEFCjihhY,Cheese shop,417.0,4.2,1
ChIJ0TEgxVmxlUcRLeLL1YWCbiQ,Cheese shop,674.0,4.2,1
ChIJS81pd9mxlUcRwk3Ckw6Q49Y,Cheese shop,10.0,3.6,1
ChIJD2FeHUWxlUcRIPsomJqyOZc,Cheese shop,0.0,0.0,0
ChIJOQN-X_KzlUcRsXMYnSzQkqs,Cheese shop,920.0,4.3,1
ChIJVTJQqSi0lUcRGekO0YOykQg,Cheese shop,180.0,4.4,1
ChIJ23poJOJ-C0ER0gIWOzCZfck,Cheese shop,423.0,4.2,1
ChIJq_gy4FqxlUcRFwG4Gu35abw,Cheese shop,21.0,4.4,0
ChIJ9ZXHz0ixlUcRU5QQpETVqHo,Cheese shop,16.0,4.9,1
ChIJVYc9KCeylUcRbHWyjCAJm0g,Cheese shop,14.0,4.9,1
ChIJtby7Dx-xlUcRFWShzKoRXkQ,Cheese shop,3.0,4.7,1
ChIJ4-UeH_WxlUcR19cxjQ_5DP4,Cheese shop,5.0,5.0,1
ChIJxQwDAIqxlUcRG1SabaZwNXM,Cheese shop,109.0,4.2,1
ChIJb0DvBo-xlUcRmg4mUnwrhiU,Cheese shop,74.0,4.6,1
ChIJkQYWFn2xlUcRNTIwpmIUulQ,Cheese shop,34.0,4.6,1
ChIJZbfaD1exlUcRkygp4kQM2Pk,Cheese shop,425.0,4.6,1
ChIJ61ZYS12xlUcRl7gNuYST44c,Cheese shop,151.0,4.2,1
ChIJwXU3DVyxlUcRJ-bKrpk6gyw,Cheese shop,1871.0,3.5,1
ChIJH-0yA-CzlUcRPaBX8EIV9ZI,Cheese shop,22.0,3.2,1
ChIJ0_InhPezlUcRVPYNZ87EvdE,Cheese shop,109.0,4.5,1
ChIJ5TRGOluxlUcRPAiSVXR96ug,Cheese shop,56.0,4.1,1
ChIJRWYM0eaxlUcRtXvdPonZ6PA,Cheese shop,1.0,5.0,1
ChIJi3WCIY-xlUcRN1sZ69f79Ws,Cheese shop,66.0,4.2,1
ChIJ97scmIKxlUcRgZDtYW8hfhQ,Cheese shop,126.0,5.0,1
ChIJyVfpzmOxlUcRHBtH7NHvSrU,Cheese shop,211.0,3.7,1
ChIJffmAA06zlUcRfpPPkoa0Mck,Cheese shop,326.0,4.7,1
ChIJz3T51f2zlUcRnl7RsKCjW7E,Cheese shop,5.0,2.8,1
ChIJmQYPN1uxlUcR6mnyas1NwDk,Cheese shop,62.0,4.0,1
ChIJqWnSw5GzlUcRfiExAQzqOkA,Cheese shop,140.0,4.7,1
ChIJN9KOHYyxlUcRa4WhdCJqZQA,Cheese shop,436.0,3.6,1
ChIJ7ywnX3yxlUcRgNaFsAH68Wc,Cheese shop,0.0,0.0,0
ChIJdV3pGXyxlUcRY0jzLh8-Fzw,Cheese shop,2.0,4.0,0
ChIJ0VynGluxlUcRFJEwK_lbkPM,Cheese shop,37.0,4.3,1
ChIJ1e07zVOxlUcRl9Efns6zQRM,Cheese shop,3.0,3.3,1
ChIJZUhQM9OzlUcR_qMoFuHXqHY,Cheese shop,28.0,4.3,1
ChIJy1VoH_ixlUcRDyIWMpAlZQ4,Cheese shop,2.0,4.0,0
ChIJRcTl8FqxlUcR8sOmIoKPxJA,Cheese shop,110.0,4.3,0
ChIJe09ACuOzlUcRuwIcwdXXDt4,Cheese shop,564.0,3.6,0
ChIJ9cyA84OxlUcR8eF9ko3F6vI,Cheese shop,0.0,0.0,1
ChIJ25tkxmSxlUcRb4Jwi6fPwaQ,Cheese shop,58.0,4.3,0
ChIJzbpl91axlUcRq2KUA2oTWJk,Cheese shop,497.0,4.1,0
ChIJ7_yYQ8uzlUcRPuC4d1-Kbws,Cheese shop,31.0,4.7,1
ChIJv94WIlKxlUcRjIhEVKvlt2I,Cheese shop,88.0,3.9,1
ChIJEfy4dVqxlUcRiNWxYYGPcFk,Cheese shop,486.0,3.8,1
ChIJb25FXgCxlUcRhAam7qu2t4c,Cheese shop,56.0,4.6,1
ChIJSQMJYlqxlUcRFP54ZwZKcNQ,Cheese shop,139.0,3.8,1
ChIJuYP_oyOxlUcRkTRB0JJ45Vw,Cheese shop,86.0,4.3,0
ChIJ94rdh1axlUcROG5q4Dh-RPI,Cheese shop,72.0,4.3,1
ChIJNR-64z2ylUcRKt-4eOmRfU0,Pub,53.0,4.4,1
ChIJoz7Hx8SzlUcR8vWwa0L0fdM,Pub,33.0,4.1,1
ChIJN5EfRluxlUcRTqQAJB1frKY,Pub,34.0,4.6,0
ChIJN6tRHdKxlUcR0FZpMbSIiRU,Pub,1061.0,4.3,1
ChIJpWLaDjy0lUcRj9AwseFGUIk,Pub,590.0,4.2,1
ChIJv6m9LuWxlUcRP1MfXo3wQbg,Pub,44.0,4.0,0
ChIJbQQDaFSxlUcRsgZFlOWlBRQ,Pub,0.0,0.0,0
ChIJCUpEw42xlUcRA_YoAd2Wqtc,Pub,32.0,4.3,1
ChIJSRWparOxlUcRuQtb7rU1phQ,Pub,50.0,5.0,1
ChIJwQxZu36xlUcRQitPTpimsIY,Pub,336.0,4.6,1
ChIJL0bknpqzlUcRRT3ASd5l_uA,Pub,437.0,4.3,1
ChIJVcLs1nyxlUcRwasb8zkIPms,Pub,65.0,4.6,1
ChIJW5lKrjazlUcR1MT730ZmacU,Pub,27.0,4.5,1
ChIJh4R2yXW0lUcRzfvZ59-pMz8,Pub,23.0,4.6,1
ChIJjZVtbEKxlUcRtSRHcLu1UfE,Pub,513.0,4.8,1
ChIJgcn58y-zlUcRwTmGXeg9rOY,Pub,7.0,4.9,0
ChIJSwpvZfezlUcR6LJ3BwGT01E,Pub,53.0,4.2,1
ChIJ488VsPGzlUcRO0PIoH93BcU,Pub,174.0,4.4,1
ChIJkUWbzf6zlUcRvC994jpCAew,Personal trainer,160.0,4.4,1
ChIJA5mbptWzlUcR2RGXrGtYYIc,Personal trainer,51.0,4.8,1
ChIJt2u8mF-xlUcRO10X5gttu98,Personal trainer,69.0,4.6,1
ChIJtw64NpCxlUcRbaF5tuMizeQ,Personal trainer,47.0,4.8,1
ChIJ2x5ldQq0lUcRg3jeCI9sQ30,Personal trainer,69.0,4.9,0
ChIJdyIlkBi0lUcR-fIfP7ZU9Vc,Personal trainer,427.0,4.4,1
ChIJjT_54zKzlUcRUZ17h-Cz3TA,Personal trainer,3.0,5.0,1
ChIJDZLpffKzlUcRdts1EYTk5MQ,Personal trainer,108.0,4.4,1
ChIJH1igOwKylUcRivgyK1IxPJg,Personal trainer,32.0,4.8,1
ChIJS0eK4qmxlUcRMnOD1q4LYBs,Personal trainer,9.0,5.0,0
ChIJM3LhdD5_C0ERU5dZmitbbaQ,Personal trainer,9.0,4.8,1
ChIJv7JNmWyzlUcRRMOXTyN1o7U,Income tax help association,0.0,0.0,1
ChIJwyXjIPyzlUcRQ_pUqSAYQQc,Income tax help association,0.0,0.0,1
ChIJ4fqBwmWxlUcRpRZtfobREpk,Income tax help association,0.0,0.0,1
ChIJRcaE4nqxlUcR0xEus0yICXA,Landscaper,5.0,5.0,1
ChIJ051eeuR-C0ERXjiqB_ySJpA,Landscaper,10.0,4.1,1
ChIJ9SLU3GCxlUcRK7WiM__Sqoc,Landscaper,0.0,0.0,1
ChIJDTQz9FyzlUcRrk5YY2SZugo,Landscaper,35.0,4.1,1
ChIJK66uIR6xlUcRbQ60mqkfhPs,Landscaper,10.0,5.0,1
ChIJefaqP_oWiCoReojj01VenS0,Landscaper,1.0,1.0,1
ChIJ9Sh3H0KxlUcRcK88-XmXVyA,Landscaper,12.0,4.0,1
ChIJzz6qwhiylUcRXI9_4YiI9q8,Landscaper,0.0,0.0,1
ChIJqwltHBGylUcRtuDeAiYqYug,Landscaper,17.0,5.0,1
ChIJbbj0SBKylUcRUDPaOrB6BqM,Landscaper,2.0,5.0,1
ChIJ7QI2XlqxlUcRwxh7tC1wNd8,Landscaper,0.0,0.0,1
ChIJ_XtxvpyxlUcRqglVKFEX1Kc,Landscaper,8.0,4.4,1
ChIJ3xOx25WzlUcRQCynQGuQVas,Landscaper,1.0,5.0,1
ChIJKQHl79KxlUcRUuPyrA8co9c,Landscaper,4.0,3.0,1
ChIJd72fg8CxlUcR8V0Y_EnIWPo,Landscaper,4.0,5.0,1
ChIJn6vc-fJ-C0ERSBxyguXE0ms,Landscaper,154.0,4.6,1
ChIJCyaPW_8qI2ARYxx7PO7LjcM,Landscaper,1.0,5.0,1
ChIJm83K1mSxlUcRA32lTi77hm4,Landscaper,2.0,3.0,1
ChIJSYsVu2-xlUcRaDc0XOr8aVA,Landscaper,1.0,5.0,1
ChIJuefhrxeylUcR1vcheIOVPDY,Landscaper,2.0,5.0,1
ChIJKReofnmxlUcRzkHBFinAD7k,Landscaper,3.0,4.3,1
ChIJy0akOHqxlUcRkqMhjyp7uaI,Landscaper,8.0,4.9,1
ChIJW_-2YTGylUcREqUgO3KY0R8,Landscaper,4.0,4.8,0
ChIJvYo8ix2ylUcRVgw00GpjZLA,Landscaper,17.0,4.9,1
ChIJsaukrzKxlUcRu5m-1IzqJvk,Landscaper,1.0,5.0,1
ChIJiTCg6R2ylUcRdCiJ0PlpCUk,Landscaper,0.0,0.0,0
ChIJFWFHEy-0lUcRCVH5rulblcw,Landscaper,10.0,4.5,1
ChIJFV_jhVCxlUcR-pw_1PtP954,Landscaper,0.0,0.0,1
ChIJT7CRrxqylUcRm_1002v80Jw,Landscaper,38.0,4.6,1
ChIJx3Q1wB60lUcRTfjXJuhyvw0,Advertising agency,0.0,0.0,1
ChIJ2RhTqWOxlUcRoes-pAnJkA4,Advertising agency,0.0,0.0,1
ChIJ1yxWkmCxlUcR5sV8zIHh-cw,Advertising agency,1.0,5.0,1
ChIJv7Ukh86zlUcR9gRVkpbW7Bk,Advertising agency,24.0,4.5,1
ChIJ77BZol-xlUcRvfo_c1IOgTw,Advertising agency,0.0,0.0,1
ChIJMameaWexlUcRVSV7IMDkc4c,Advertising agency,2.0,3.0,1
ChIJiYyLP3-xlUcRwjA55FIQGls,Advertising agency,1.0,5.0,1
ChIJHR6xl1axlUcRPLt5o5_lv-A,Advertising agency,1.0,5.0,1
ChIJo-fRdy6ylUcRVPEy-Pimbrk,Advertising agency,0.0,0.0,1
ChIJm_Zh2GOxlUcROktXfGgVSmc,Advertising agency,16.0,4.5,1
ChIJ57wnSeOzlUcRGMydXR-9HCk,Advertising agency,20.0,5.0,1
ChIJd3h6omGxlUcRhlGot_QQNC4,Advertising agency,31.0,4.9,1
ChIJQZ0nFuuxlUcRJBS6C5xqAjA,Advertising agency,1.0,5.0,1
ChIJ94HLg5i2lUcR68rcss1I3lE,Advertising agency,1.0,5.0,0
ChIJ10G00FixlUcRLIoim2jVLCc,Advertising agency,10.0,4.5,1
ChIJ10oCzhmylUcR8GIYwaNFx3Q,Advertising agency,2.0,4.0,1
ChIJN7bNBqq2lUcRnrNfMVXRTCw,Advertising agency,52.0,4.9,1
ChIJKeX-0rO3lUcRIxvGC1EiuIE,Advertising agency,30.0,5.0,1
ChIJoabzE4SxlUcR30TqXrr_QFc,Advertising agency,0.0,0.0,1
ChIJQT9-uKWzlUcRS3vWmR96_kw,Advertising agency,0.0,0.0,1
ChIJ14nM61izlUcRqg6gymE89_Y,Advertising agency,0.0,0.0,0
ChIJE-MgQBmylUcRHWRrsiET0vk,Advertising agency,1.0,5.0,1
ChIJXVHEuv-zlUcRFcPel-z6LPQ,Advertising agency,1.0,3.0,1
ChIJHWyclECxlUcRERr6XMXNFgE,Advertising agency,0.0,0.0,1
ChIJT93FZmGxlUcRZwS8nEpzkpo,Advertising agency,0.0,0.0,1
ChIJSYny9Z2xlUcR5anvVBuKhpA,Advertising agency,15.0,4.9,1
ChIJQyrMdyO1lUcRfq0_rS0GU3c,Advertising agency,0.0,0.0,1
ChIJ0ZzJsFGxlUcR9vRevqtxbaI,Advertising agency,1.0,5.0,1
ChIJIQVjzP2zlUcRdZoMjN425Kc,Advertising agency,1.0,5.0,1
ChIJFRzNiiuylUcR8J88_7eoAfU,Advertising agency,0.0,0.0,1
ChIJBYcWnPqzlUcRZKfnxc5BI_0,Advertising agency,0.0,0.0,1
ChIJvyCJkouzlUcRd32jGY-wZFc,Advertising agency,4.0,3.0,1
ChIJRfro1BmylUcRw0zXi5E90GM,Advertising agency,0.0,0.0,1
ChIJg_Pr80WxlUcRxX9gDz9Og1A,Advertising agency,0.0,0.0,1
ChIJBXzijxPPlUcRiO870RL-Db0,Advertising agency,1.0,5.0,1
ChIJQZ0nFuuxlUcRufhUu5ivXn4,Advertising agency,11.0,5.0,1
ChIJjW-JGRh_C0ER8M6zCR-h-Ts,Advertising agency,1.0,5.0,1
ChIJMbYrt3uzlUcR3OxqDRtZEg0,Advertising agency,2.0,5.0,1
ChIJjyTDmrC3lUcRLyUS2OfQQ20,Advertising agency,18.0,5.0,0
ChIJ9ZPJASS0lUcRar5nU4sI33k,Advertising agency,7.0,5.0,1
ChIJf2lhQ-2nlUcRjNR_ZOFTRts,Advertising agency,0.0,0.0,1
ChIJFaOqAYqxlUcRDScqeRMzie8,Advertising agency,3.0,4.7,1
ChIJnw_6HGqxlUcR3q3iLstrZZY,Advertising agency,0.0,0.0,1
ChIJE7DhdKm2lUcRLsAJz1aXQ1Y,Advertising agency,17.0,3.9,1
ChIJ1e07zVOxlUcRMUBzc5mV8UI,Advertising agency,0.0,0.0,1
ChIJTXEUO6S2lUcR0S0xlFzg_YI,Advertising agency,2.0,5.0,1
ChIJKfsFhFCxlUcRNSEb73kpTj4,Advertising agency,0.0,0.0,1
ChIJ9we2QcmzlUcRRuydgCcYku8,Advertising agency,6.0,5.0,1
ChIJKbKTzK22lUcRMmwX0YE9y6E,Advertising agency,50.0,4.9,1
ChIJt_kGj5GxlUcRPSobPoWCUWg,Advertising agency,6.0,5.0,1
ChIJc_UFmx60lUcRz8ELzYKcR4c,Advertising agency,0.0,0.0,1
ChIJNyfgnkaxlUcRqTGM3N7XvbE,Advertising agency,0.0,0.0,1
ChIJSxc4zfCxlUcRTkiz3HYYiHg,Advertising agency,6.0,5.0,1
ChIJJc1H1l-xlUcR_esyWnNYpMI,Advertising agency,2.0,5.0,1
ChIJpQBG1V-xlUcRzYKEHdaoSO8,Advertising agency,9.0,4.9,1
ChIJlRCfGIyxlUcR1Gq5blfacmc,Advertising agency,0.0,0.0,1
ChIJ3avml2GxlUcRjaUR0I9sLkk,Advertising agency,8.0,5.0,1
ChIJT2swqQaxlUcRb92KP_YVbAU,Advertising agency,0.0,0.0,1
ChIJd3h6omGxlUcRNSsGqpEkqns,Advertising agency,0.0,0.0,1
ChIJgyahBGqxlUcRvuO4xIehd-Y,Advertising agency,0.0,0.0,1
ChIJpQ0NBGGxlUcRjpvHr3F3q38,Advertising agency,2.0,5.0,1
ChIJlYvFnPizlUcRcKUwuBOf-4U,Data recovery service,0.0,0.0,1
ChIJtyZHdOXFlUcRAI-_slxGgW8,Interior fitting contractor,17.0,4.7,1
ChIJvYeWfF6xlUcROtOpX9sLgIY,Hamburger restaurant,97.0,2.6,1
ChIJqRb56F2zlUcR04mexQmSZOU,Hamburger restaurant,50.0,4.0,1
ChIJecz47RCylUcRmbT5Ua537qo,Hamburger restaurant,81.0,4.7,1
ChIJE_2Arr-xlUcRrfvKo-VPLbA,Hamburger restaurant,303.0,4.3,1
ChIJpUjmYVqxlUcRj2-jsgOShGc,Hamburger restaurant,74.0,4.5,1
ChIJIQdG7nmxlUcRE7gSjF7r46k,Hamburger restaurant,66.0,4.0,0
ChIJ7QI2XlqxlUcRCnodFr_ScO4,Hamburger restaurant,20.0,3.7,1
ChIJo9EH-rexlUcR6fqASCv3K3Q,Hamburger restaurant,9.0,4.6,1
ChIJwZI2isaxlUcRBlJZfblZKG8,Hamburger restaurant,67.0,3.7,1
ChIJ8dO1xVmxlUcRRTMhURJ1f-A,Hamburger restaurant,250.0,3.5,1
ChIJr_hean2xlUcR1mxD7RLpyok,Hamburger restaurant,78.0,2.7,1
